DATASET_EN,DATASET_TC,NAME_EN,NAME_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,Title,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,Latitude,Longitude,LASTUPDATE,NORTHING,EASTING,GeometryEasting,GeometryNorthing
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 208, LEVEL 2, METRO CITY, PHASE I, TKOTL 36, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",新界西貢將軍澳 將軍澳地段36 新都城第一期第二層208號鋪,Sai Kung,西貢區,2298800379,2298800379,98,98,RL,RL,Victoria Harbour Restaurant,海港酒家,,,19/11/2025,19/11/2025,22.3227989,114.2574486,4/10/2024,820422.5848275175,844569.3154,844569.3153999997,820422.5847999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 12, G/F, HIP TAK BUILDING, 1-3 CHE FONG STREET, 188-190 HING FONG ROAD, 21 SHING FONG STREET, KWAI CHUNG, NEW TERRITORIES",新界葵涌盛芳街21號 興芳路188-190號智芳街1-3號 協德大廈地下12號鋪,Kwai Tsing,葵青區,2291800626,2291800626,91,91,RL,RL,廣東燒味餐廳,廣東燒味餐廳,,,7/11/2025,7/11/2025,22.3594342,114.1275391,11/12/2024,824478.0052392668,831186.4681663759,831186.4682,824478.0052000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"GROUND FLOOR, 425P QUEEN'S ROAD WEST, HONG KONG",香港皇后大道西425號P地下,Central/Western,中西區,2218801314,2218801314,18,18,RL,RL,波記燒臘粉麵店,波記燒臘粉麵店,,,15/11/2025,15/11/2025,22.2859294,114.1363704,24/10/2024,816338.1986976084,832093.9087805822,832093.9088000003,816338.1986999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 20-36, 83-91 1/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI EAST, KOWLOON","九龍尖沙咀東麼地道63號 好時中心1樓20-36,83-91號舖",Yau Tsim,油尖區,2261801499,2261801499,61,61,RL,RL,FOOK YUEN SEAFOOD RESTAURANT,馥苑海鮮酒家,,,6/4/2025,6/4/2025,22.2980295,114.1768655,3/4/2024,817677.5366508417,836267.0881183817,836267.0881000003,817677.5366999991
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. UG1-6, 8-33, 33A, 34, 34A, 35-42, UG/F, EMPIRE CENTRE, 68 MODY ROAD, KOWLOON","九龍麼地道68號帝國中心地下高層 UG1-6,8-33,33A,34,34A,35-42號舖",Yau Tsim,油尖區,2261801514,2261801514,61,61,RL,RL,Tsim Tung Ho Choi Seafood Restaurant,尖東好彩海鮮酒家,,,2/5/2025,2/5/2025,22.2982675,114.1783981,29/4/2024,817703.8923,836425.0147,836425.0147000002,817703.8923000004
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"7/F, CHUANG'S LONDON PLAZA, 219-219E NATHAN ROAD, KOWLOON",九龍彌敦道219-219E號 莊士倫敦廣場7樓,Yau Tsim,油尖區,2261801523,2261801523,61,61,RL,RL,金山海鮮酒家,金山海鮮酒家,,,8/5/2025,8/5/2025,22.3034335,114.1714783,2/5/2024,818275.9552663494,835711.9849591757,835711.9850000003,818275.9552999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 2-3, G/F, CHEUNG WAH COURT, 471 UN CHAU STREET, KOWLOON",,Sham Shui Po,深水埗區,2263800560,2263800560,63,63,RL,RL,君戶鍋貼大王,君戶鍋貼大王,,,9/5/2025,9/5/2025,22.3392761,114.1540376,25/6/2024,822245.1428760554,833915.4756983594,833915.4757000003,822245.1428999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"5/F, KING WAH CENTRE, 628 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道628號瓊華中心5樓,Mong Kok,旺角區,2262805036,2262805036,62,62,RL,RL,炑八燒烤,炑八燒烤,#F,#F,12/5/2025,12/5/2025,22.3178752,114.1698982,27/5/2024,819875.1572310564,835549.2431640489,835549.2432000004,819875.1571999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F & C/L AND THE OPEN SPACE AT SIDE,AND OUTSIDE SEATING ACCOMMODATION AT SHOP SIDE, 87-93 MAN NIN STREET, SAI KUNG, NEW TERRITORIES",新界西貢萬年街87-93號地下及閣樓 及鋪側露天地方及鋪側露天茶座,Sai Kung,西貢區,2298800704,2298800704,98,98,RL,RL,CHUEN KEE SEAFOOD RESTAURANT,全記海鮮酒家,#A#G,#A#G,27/12/2025,27/12/2025,22.3811663,114.2708493,31/10/2024,826886.7114,845945.9153964098,845945.9154000003,826886.7114000004
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 401, 4/F, MIRA PLACE 1, NO. 132 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀彌敦道132號美麗華廣場一期4樓401號舖,Yau Tsim,油尖區,2261802881,2261802881,61,61,RL,RL,Sun Tung Lok Chinese Cuisine,新同樂魚翅酒家,,,30/12/2025,30/12/2025,22.3010487,114.1722875,30/12/2024,818011.8730220706,835795.3578736146,835795.3579000002,818011.8729999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"UNITS 315 & 318, LEVEL 3, TSUI CHUK COMM. COMPLEX, TSUI CHUK GDN., 8 CHUI CHUK ST., WONG TAI SIN, KOWLOON",九龍黃大仙翠竹花園翠竹商場3樓315及318室,Wong Tai Sin,黃大仙區,2253800318,2253800318,53,53,RL,RL,東港海鮮酒家,東港海鮮酒家,,,29/8/2025,29/8/2025,22.3463287,114.1878128,30/7/2024,823025.9762119559,837394.7639416073,837394.7638999997,823025.9761999995
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"THE ENTRANCE ON G/F & 1-2/F, KAM LONG BUILDING, 41-59 TAI TONG ROAD, YUEN LONG, NEW TERRITORIES",新界元朗大棠路41-59號金朗大廈1-2字樓及地下入口,Yuen Long,元朗區,2294800946,2294800946,94,94,RL,RL,帝豪海鮮酒家,帝豪海鮮酒家,#G,#G,7/11/2025,7/11/2025,22.4423441,114.0291257,6/12/2024,833665.7506816682,821058.8990215532,821058.8990000002,833665.7507000007
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"REAR PORTION, G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE, CHAN KEE COMMERCIAL CENTRE, 48 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",新界荃灣深井青山公路48號 陳記商業中心地下後部份及旁側露天座位,Tsuen Wan,荃灣區,2292801051,2292801051,92,92,RL,RL,陳記花園燒鵝,陳記花園燒鵝,#A,#A,1/3/2026,1/3/2026,22.3678958,114.0599039,4/2/2025,825418.8487769839,824220.7661991222,824220.7662000004,825418.8487999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, NO. 7 TSO KUNG SQUARE, TSUEN WAN, NEW TERRITORIES",新界荃灣曹公坊7號地下,Tsuen Wan,荃灣區,2292801088,2292801088,92,92,RL,RL,JM SISTER HOT POT RESTAURANT,JM孖妹火鍋飯店,,,20/3/2025,20/3/2025,22.3728933,114.1119044,2/9/2024,825969.0143552108,829576.7365919495,829576.7366000004,825969.0143999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 25, G/F, HONG KEUNG MANSION, NKIL 5234, 32-34 HONG KEUNG STREET, WONG TAI SIN, KOWLOON",九龍新蒲崗康強街32-34號 康強洋樓地下25號舖,Wong Tai Sin,黃大仙區,2253800239,2253800239,53,53,RL,RL,廣記燒味,廣記燒味,,,25/3/2026,25/3/2026,22.3347973,114.1963716,24/1/2025,821749.1362,838276.5681204799,838276.5680999998,821749.1361999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F, WING FU MANSION, 10-24 PARKES STREET, YAU MA TEI, KOWLOON",九龍油麻地白加士街10-24號 永富大廈一樓,Yau Tsim,油尖區,2261802942,2261802942,61,61,RL,RL,COOKING HAHA,蝦蝦燒,#F#G#H,#F#G#H,5/2/2026,5/2/2026,22.3037857,114.170765,22/1/2025,818314.9587243783,835638.4873,835638.4873000002,818314.9586999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",新界荃灣眾安街55號 大鴻輝(荃灣)中心2樓,Tsuen Wan,荃灣區,2292801255,2292801255,92,92,RL,RL,EUPHORIC BANQUET,煌宴海鮮酒家,,,8/8/2025,8/8/2025,22.3700136,114.1167877,23/7/2024,825649.9207279792,830079.5410465467,830079.5410000002,825649.9207000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., TSING FUNG BUILDING, 10 TSING FUNG STREET, NORTH POINT, HONG KONG",香港北角清風街10號清風大廈地下,Wan Chai,灣仔區,2211801430,2211801430,12,12,RL,RL,燒肉屋,燒肉屋,#F#G#H,#F#G#H,16/12/2025,16/12/2025,22.2846024,114.192215,28/11/2024,816190.7768901224,837848.9298,837848.9298,816190.7769000009
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. 2068-70, SECOND LEVEL, ELEMENTS, 1 AUSTIN ROAD WEST, KOWLOON",九龍柯士甸道西1號圓方2層2068-70號舖,Yau Tsim,油尖區,2261803121,2261803121,61,61,RL,RL,LEI GARDEN RESTAURANT,利苑酒家,,,19/3/2026,19/3/2026,22.303484,114.160318,20/2/2025,818281.6306220093,834562.0159631799,834562.0159999998,818281.6305999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 401, 4/F, PIONEER CENTRE, 750 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道750號始創中心4字樓401號舖,Mong Kok,旺角區,2262805902,2262805902,62,62,RL,RL,Victoria Harbour Restaurant,海港酒家,,,13/3/2026,13/3/2026,22.3219509,114.168971,13/2/2025,820326.4832872691,835453.7367927517,835453.7368000001,820326.4833000004
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 124 FUK WA STREET, SHAM SHUI PO, KOWLOON",九龍深水埗福華街124號地下,Sham Shui Po,深水埗區,2263801305,2263801305,63,63,RL,RL,金翠叉燒皇餐廳,金翠叉燒皇餐廳,,,13/3/2025,13/3/2025,22.3313953,114.1627101,30/4/2024,821372.3538690872,834808.7898,834808.7898000004,821372.3539000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. R01 & L2-010 TO L2-017, SECOND LEVEL, COMMERCIAL DEVELOPMENT OF METRO TOWN, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",新界西貢將軍澳都會駅商場 第二層R01及L2-010至L2-017號鋪,Sai Kung,西貢區,2298800768,2298800768,98,98,RL,RL,Ho Yin Seafood Restaurant,豪宴海鮮酒家,#G#H,#G#H,27/4/2025,27/4/2025,22.3049429,114.2518906,24/4/2024,818445.0110523422,843997.6751394497,843997.6750999996,818445.0110999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F (PORTION) AND THE WHOLE OF FIRST FLOOR, KAM SHAN BUILDING, 1-35 TAI WAI ROAD, SHA TIN, NEW TERRITORIES",新界沙田 大圍道1-35號 金山樓地下(部份)及 1樓全層,Sha Tin,沙田區,2297800442,2297800442,97,97,RL,RL,Star Seafood Restaurant,明星海鮮酒家,,,28/6/2025,28/6/2025,22.3757767,114.1770513,28/6/2024,826286.8666108572,836286.2213308568,836286.2213000003,826286.8665999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"CX808, PO TOI ISLAND, NEW TERRITORIES",新界蒲台島CX808號,Islands,離島區,2217800323,2217800323,17,17,RL,RL,Ming Kee Seafood Restaurant,明記海鮮酒家,,,4/7/2025,4/7/2025,22.16487,114.254137,2/7/2024,802934.3510317575,844237.0646404647,844237.0646000002,802934.3509999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOPS 6 & 7, G/F., DANDENONG MANSION, 379-389 JAFFE ROAD, WAN CHAI, HONG KONG",香港灣仔謝斐道379-389號特麗樓地下6及7號鋪,Wan Chai,灣仔區,2212802847,2212802847,12,12,RL,RL,Panyin Shabu,本延鍋物,#F#G#H,#F#G#H,18/9/2025,18/9/2025,22.2801117,114.1797682,13/9/2024,815693.4251167831,836566.2356422121,836566.2356000002,815693.4251000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 2 MAN MING LANE, YAU MA TEI, KOWLOON",九龍油麻地文明里2號地下,Yau Tsim,油尖區,2261803510,2261803510,61,61,RL,RL,安柏娃泰國燒烤菜館,安柏娃泰國燒烤菜館,#G#H,#G#H,18/5/2025,18/5/2025,22.3116592,114.1707934,13/6/2024,819186.8268753798,835641.4485347084,835641.4484999999,819186.8268999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 101, 1/F, KA FUK SHOPPING CENTRE, KA FUK ESTATE, FANLING, NEW TERRITORIES",新界粉嶺嘉福邨嘉福購物中心一樓101號鋪,North,北區,2296800588,2296800588,96,96,RL,RL,自家人酒家,自家人酒家,,,24/5/2025,24/5/2025,22.49372,114.13535,23/5/2024,839348.0573334079,831995.0988740497,831995.0988999996,839348.0572999995
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 101, 1/F, KAI TAK GARDEN PHASE II, WONG TAI SIN, KOWLOON",九龍黃大仙啟德花園商場第二期1樓101號舖,Wong Tai Sin,黃大仙區,2253800655,2253800655,53,53,RL,RL,Fortune Harbour Restaurant,富港酒家,,,2/4/2025,2/4/2025,22.3380249,114.194212,28/11/2024,822106.5169992448,838054.0490650112,838054.0491000004,822106.5170000009
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F & 3/F, BELGIAN BANK BUILDING, 721-725 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道721-725號華比銀行大廈2樓及3樓,Mong Kok,旺角區,2262806701,2262806701,62,62,RL,RL,MAJESTY SEAFOOD RESTAURANT,金御海鮮酒家,,,6/4/2025,6/4/2025,22.3211023,114.1687841,3/4/2024,820232.5148263504,835434.4759383199,835434.4759,820232.5147999991
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 18A, G/F, 14-16 & 1/F, 14-20 CHEONG LOK STREET, JORDAN, KOWLOON",九龍佐敦長樂街14-20號1樓及14-16號地下18A號舖,Yau Tsim,油尖區,2261804072,2261804072,61,61,RL,RL,LANTERN SEAFOOD RESTAURANT,神燈海鮮酒家,,,19/10/2025,19/10/2025,22.3065424,114.1716761,10/10/2024,818620.217,835732.3782407335,835732.3782000002,818620.2170000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"ENTRANCE LOBBY ON, G/F & 1/F, 8 HART AVENUE, TSIM SHA TSUI, KOWLOON",九龍尖沙咀赫德道8號 地下入口大堂及1樓,Yau Tsim,油尖區,2261803273,2261803273,61,61,RL,RL,Middle Kingdom Restaurant,集古村酒樓,,,9/4/2025,9/4/2025,22.2981918,114.1747291,23/4/2024,817695.5103460908,836046.9428950428,836046.9429000001,817695.5102999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"FIRST FLOOR, ONE KNUTSFORD, 1 KNUTSFORD TERRACE, TSIM SHA TSUI, KOWLOON",九龍尖沙咀諾士佛臺一號諾士佛臺一號一樓,Yau Tsim,油尖區,2261803334,2261803334,61,61,RL,RL,SKEWER KITCHEN,燒烤堂,#G,#G,20/4/2025,20/4/2025,22.3011326,114.1731332,9/4/2024,818021.1612638924,835882.5014387287,835882.5014000004,818021.1612999998
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 1028D, 1/F, ELEMENTS, 1 AUSTIN ROAD WEST, TSIM SHA TSUI, KOWLOON",九龍尖沙咀柯士甸道西1號圓方 1樓1028D舖,Yau Tsim,油尖區,2261803370,2261803370,61,61,RL,RL,Pak Loh Chiu Chow Restaurant,百樂潮州酒家,,,22/4/2025,22/4/2025,22.304038,114.1630168,19/4/2024,818342.9495905628,834840.1088050465,834840.1087999996,818342.9495999999
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F & 1/F, HING WAH COMMERCIAL BUILDING,NOS. 450-454 SHANGHAI STREET,MONGKOK, K.I.L. 10135, KOWLOON",九龍旺角(九龍內地段10135)上海街450-454號 慶華商業大厦地下及一樓,Mong Kok,旺角區,2262806011,2262806011,62,62,RL,RL,Ah Yung Hotpot Cuisine,阿翁海鮮火鍋料理,#G,#G,23/4/2025,23/4/2025,22.3155394,114.169086,15/4/2024,819616.5073154268,835465.5485129117,835465.5484999996,819616.5073000006
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP A, B, D & E, G/F, KUI GA COURT, 25-31 COOKE STREET, HUNG HOM, KOWLOON","九龍紅磡曲街25-31號鉅基閣地下A,B,D及E號舖",Kowloon City,九龍城區,2252801545,2252801545,52,52,RL,RL,好姐火鍋,好姐火鍋,,,15/9/2025,15/9/2025,22.307964,114.1833904,19/8/2024,818777.6428193154,836939.3990388956,836939.3990000002,818777.6427999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 20 MAN YING STREET, FERRY POINT, JORDAN, KOWLOON",九龍佐敦渡船角文英街20號地下,Yau Tsim,油尖區,2261804133,2261804133,61,61,RL,RL,David's Barbecue,大胃燒,,,18/12/2025,18/12/2025,22.307241,114.166577,13/11/2024,818697.6029420719,835206.9782468518,835206.9781999998,818697.6029000003
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"UNIT F2, TELFORD PLAZA, 33 WAI YIP STREET, KOWLOON BAY, KOWLOON",九龍九龍灣偉業街33號 德福廣場F2號舖,Kwun Tong,觀塘區,2251801627,2251801627,51,51,RL,RL,Lei Garden Restaurant,利苑酒家,,,23/12/2025,23/12/2025,22.3233216,114.2135647,30/10/2024,820478.7071311788,840048.0779323048,840048.0778999999,820478.7071000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP CX15, G/F, CHING HO SHOPPING CENTRE, CHING HO ESTATE, SHEUNG SHUI, NEW TERRITORIES",新界上水清河邨清河商場地下CX15號鋪,North,北區,2296800524,2296800524,96,96,RL,RL,富金海鮮酒家,富金海鮮酒家,,,4/3/2026,4/3/2026,22.4940569,114.1268154,3/2/2025,839385.6330150726,831116.8926262299,831116.8925999999,839385.6329999994
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 122, 1/F, GRAND WATERFRONT PLAZA, 38 SAN MA TAU STREET, MA TAU KOK , KOWLOON",九龍馬頭角新碼頭街38號翔龍灣廣場一樓122號舖,Kowloon City,九龍城區,2252801776,2252801776,52,52,RL,RL,Victoria Harbour Restaurant,海港酒家,#G#H,#G#H,11/5/2025,11/5/2025,22.3192435,114.1931957,13/3/2024,820026.7505310649,837949.5798913522,837949.5799000002,820026.7504999992
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., 12 NGA TSIN LONG ROAD, KOWLOON CITY, KOWLOON",九龍九龍城衙前塱道12號地下,Kowloon City,九龍城區,2252801864,2252801864,52,52,RL,RL,渝薌烤魚,渝薌烤魚,,,5/7/2025,5/7/2025,22.328297,114.18939,31/5/2024,821029.2499287927,837557.3970417001,837557.3969999999,821029.2499000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP C, G/F., PO WING BUILDING, 6-16 SHELL STREET, NORTH POINT, HONG KONG",香港北角蜆殼街6-16號寶榮大廈地下C鋪,Wan Chai,灣仔區,2211802266,2211802266,12,12,RL,RL,醉燒亭,醉燒亭,,,5/7/2025,5/7/2025,22.287022,114.192127,28/6/2024,816458.7085040384,837839.8338261605,837839.8338000001,816458.7084999997
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NOS. 11-13 & 15-18, UG/F, VENICE GARDENS, 12 LEUNG TAK STREET, TUEN MUN, NEW TERRITORIES",新界屯門良德街12號海麗花園 高層地下11-13及15-18號鋪,Tuen Mun,屯門區,2293800903,2293800903,93,93,RL,RL,PROVINCE HOT-POT AND SEAFOOD RESTAURANT,羊城火鍋海鮮酒家,,,23/3/2026,23/3/2026,22.4075587,113.9682813,17/2/2025,829821.1661305118,814790.2717615245,814790.2718000002,829821.1660999991
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 55 YUEN LONG ON NING ROAD, YUEN LONG, NEW TERRITORIES",新界元朗元朗安寧路55號地下,Yuen Long,元朗區,2294801435,2294801435,94,94,RL,RL,四季燒臘茶餐廳,四季燒臘茶餐廳,,,20/5/2025,20/5/2025,22.445894,114.027639,20/5/2024,834059.0061264586,820906.2502104156,820906.2501999997,834059.0061000008
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"2/F - 3/F, KWONG WAH CENTRE, 34-36 FAU TSOI STREET, YUEN LONG, NEW TERRITORIES",新界元朗阜財街34-36號光華中心2樓及3樓,Yuen Long,元朗區,2294801514,2294801514,94,94,RL,RL,Star Seafood Restaurant,明星海鮮酒家,,,8/7/2025,8/7/2025,22.4440052,114.0297993,28/6/2024,833849.6272162236,821128.4190635234,821128.4190999996,833849.6272
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT & SHOP SIDE, DD 215, LOT 1117, 39 SAI KUNG TAI STREET, SAI KUNG, NEW TERRITORIES",新界西貢西貢大街39號地段第1117號丈量約份第215約地下 及鋪前與鋪側露天座位,Sai Kung,西貢區,2298801141,2298801141,98,98,RL,RL,SING KEE SEAFOOD RESTAURANT,勝記海鮮酒家,#A,#A,16/9/2025,16/9/2025,22.3792945,114.2707105,6/8/2024,826679.4275092155,845931.7505196485,845931.7505000001,826679.4275000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, DD 215, LOT 1117, 37 SAI KUNG TAI STREET, SAI KUNG, NEW TERRITORIES",新界西貢西貢大街37號地段第1117號丈量約份第215約地下 及鋪前露天茶座,Sai Kung,西貢區,2298801150,2298801150,98,98,RL,RL,SING KEE SEAFOOD RESTAURANT,勝記海鮮酒家,#A#G#H,#A#G#H,16/9/2025,16/9/2025,22.3792945,114.2707105,6/8/2024,826679.4275092155,845931.7505196485,845931.7505000001,826679.4275000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 25-26, LEVEL 1, TREND PLAZA, NORTH WING, TMTL 282, TUEN MUN, NEW TERRITORIES",新界屯門時代廣場北翼第一層25-26號鋪,Tuen Mun,屯門區,2293801137,2293801137,93,93,RL,RL,榮式燒雞扒,榮式燒雞扒,,,24/2/2026,24/2/2026,22.3931244,113.975691,16/1/2025,828221.7256,815551.0732608871,815551.0733000003,828221.7256000005
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F(PORTION) & WHOLE OF 1/F, ONE MONG KOK ROAD COMMERCIAL CENTRE, 1 MONGKOK ROAD, KOWLOON",九龍旺角道1號旺角道壹號商業中心地下(部份)及1樓全層,Mong Kok,旺角區,2262807096,2262807096,62,62,RL,RL,Sun Wah Yuen Restaurant,新華苑酒家,,,11/2/2026,11/2/2026,22.3199574,114.1660903,21/1/2025,820105.7519511847,835156.9297196368,835156.9297000002,820105.7520000003
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP 201, 2/F, MEI TIN SHOPPING CENTRE, MEI TIN ESTATE, TAI WAI, SHA TIN, NEW TERRITORIES",新界沙田大圍美田邨美田商場二樓201號鋪,Sha Tin,沙田區,2297801737,2297801737,97,97,RL,RL,TAI WAI LUNG SHUN HIN SEAFOOD RESTAURANT,大圍龍順軒海鮮酒家,,,20/6/2025,20/6/2025,22.375928,114.1700892,18/6/2024,826303.6364333307,835569.2096515968,835569.2096999995,826303.6363999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"SHOP NO. 601-601A, 6/F, MOKO, 193 PRINCE EDWARD ROAD WEST, MONG KOK, KOWLOON",九龍旺角 太子道西193號 新世紀廣場 6樓 601-601A號舖,Mong Kok,旺角區,2262807254,2262807254,62,62,RL,RL,SUPER STAR SEAFOOD RESTAURANT,鴻星海鮮酒家,,,20/6/2025,20/6/2025,22.3231937,114.1723194,14/6/2024,820464.0902585788,835798.7182306697,835798.7182,820464.0902999993
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., 92 HAK PO STREET, MONG KOK, KOWLOON",九龍旺角黑布街92地下,Mong Kok,旺角區,2262807263,2262807263,62,62,RL,RL,燒魂居酒屋,燒魂居酒屋,#F,#F,24/6/2025,24/6/2025,22.3193,114.172487,9/10/2024,820032.9220236649,835815.9730745602,835815.9731000001,820032.9220000003
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"3/F, WO SANG HOUSE, 655 NATHAN ROAD, MONG KOK, KOWLOON",九龍旺角彌敦道655號胡社生行3字樓,Mong Kok,旺角區,2262807388,2262807388,62,62,RL,RL,MAJESTY SEAFOOD RESTAURANT,金御海鮮酒家,,,22/8/2025,22/8/2025,22.3185003,114.1692486,14/8/2024,819944.3806897699,835482.318,835482.318,819944.3806999996
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"1/F, 32-34 LOCK ROAD, KOWLOON",九龍樂道32-34號1樓,Yau Tsim,油尖區,2261806333,2261806333,61,61,RL,RL,牛品台式火鍋,牛品台式火鍋,,,14/10/2025,14/10/2025,22.2972073,114.1716643,14/10/2024,817586.4999383304,835731.1270205482,835731.1270000003,817586.4999000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., NO. 87 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",香港堅尼地城卑路乍街87號地下,Central/Western,中西區,2218803453,2218803453,18,18,RL,RL,順發燒味,順發燒味,,,6/12/2025,6/12/2025,22.2828282,114.1289357,5/12/2024,815995.0137,831327.6246601541,831327.6246999996,815995.0136999991
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F., 47 HA HEUNG ROAD, TO KWA WAN, KOWLOON",九龍土瓜灣下鄉道47號地下,Kowloon City,九龍城區,2252801907,2252801907,52,52,RL,RL,SAN KWONG ROASTED MEAT RESTAURANT,新光燒味飯店,,,16/8/2025,16/8/2025,22.3169472,114.1888754,6/2/2025,819772.4286071382,837504.4818412457,837504.4818000002,819772.4286000002
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"THE ENTRANCE ON G/F, 1/F & 2/F., MERLIN GARDEN, 160 ELECTRIC ROAD, NORTH POINT, HONG KONG",香港北角電氣道160號木蘭苑地下入口1樓及2樓,Wan Chai,灣仔區,2211802318,2211802318,12,12,RL,RL,新福記酒家,新福記酒家,,,20/8/2025,20/8/2025,22.2871993,114.1919591,21/8/2024,816478.3399,837822.5292,837822.5291999998,816478.3399
Restaurant licences,食肆牌照,General Restaurant Licence,普通食肆,"G/F, 118-120 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON",九龍尖沙咀柯士甸道118-120號地下,Yau Tsim,油尖區,2261805163,2261805163,61,61,RL,RL,AH YUNG ROAST GOOSE CUISINE,阿翁深井燒鵝大王,,,3/2/2026,3/2/2026,22.3031456,114.1730338,13/1/2025,818244.0699595442,835872.2645890989,835872.2646000003,818244.0700000003
